Institution Name,City,Province,Region,Reg,Qualification,IsConstruction,Is_Development,Is_Assessment,Trainer Count,Enrolled,Graduates,Number of Accredited Ass Qual,Assessed,Certified
ST. MATTHEW OF BLUMENTRITT INSTITUTE OF TECHNOLOGY (SMBIT) INC.,"Santa Cruz, City of Manila",City of Manila,National Capital Region (NCR),NCR,Computer Systems Servicing NC II,FALSE,0,1,0,0,0,1,601,587
RIZAL PROVINCIAL TECHNICAL EDUCATION AND SKILLS DEVELOPMENT CENTER - BINANGONAN,Binangonan,Rizal,Region IVA - CALABARZON,4A,Bread and Pastry Production NC II,FALSE,0,1,0,0,0,1,555,586
EJ TRAINING AND ASSESSMENT CENTER,Caloocan City,CAMANAVA,National Capital Region (NCR),NCR,Caregiving (Elderly) NC II,FALSE,0,1,0,0,0,1,584,576
"TECHNICAL SKILLS SYSTEM OF LUCENA, INC.",Lucena City,Quezon,Region IVA - CALABARZON,4A,Electrical Installation and Maintenance NC II,TRUE,0,1,0,0,0,1,587,567
"POWER LINK CENTER FOR ADVANCED TECHNICAL SKILLS DEVELOPMENT, INC.","Malate, City of Manila",City of Manila,National Capital Region (NCR),NCR,Events Management Services NC III,FALSE,0,1,0,0,0,1,564,564
TECHNO DEVT. CENTER OF THE PHIL. INC.,Pasay City,PASMAK,National Capital Region (NCR),NCR,Automotive Servicing NC I,FALSE,0,1,0,0,0,1,563,562
D.M. CONSUNJI TECHNICAL TRAINING CENTER INC.,Taguig City,MUNTIPARLASTAPAT,National Capital Region (NCR),NCR,Carpentry NC II,TRUE,0,1,0,0,0,1,562,561
ACETAC INSTITUTE OF TECHNOLOGY INC.,City of Antipolo,Rizal,Region IVA - CALABARZON,4A,Hairdressing NC II,FALSE,0,1,0,0,0,1,279,553
"DA'FAMERS TRAINING AND ASSESSMENT CENTER CORP.,","Ermita, City of Manila",City of Manila,National Capital Region (NCR),NCR,Domestic Work NC II,FALSE,0,1,0,0,0,1,565,548
RCTI TRAINING AND ASSESSMENT CORP.,"Malate, City of Manila",City of Manila,National Capital Region (NCR),NCR,Food and Beverage Services NC II,FALSE,0,1,0,0,0,1,548,548
SMI INSTITUTE INC. (FORMERLY: TECHTRADE TRAINING AND ASSESSMENT CENTER INC.),Pasay City,PASMAK,National Capital Region (NCR),NCR,Bartending NC II,FALSE,0,1,0,0,0,1,572,548
ACEBA SCIENCE & TECH. INSTITUTE INC.,City of Tayabas,Quezon,Region IVA - CALABARZON,4A,Computer Systems Servicing NC II,FALSE,0,1,0,0,0,1,587,546
QUEZON NATIONAL AGRICULTURAL SCHOOL,Pagbilao,Quezon,Region IVA - CALABARZON,4A,Agricultural Crops Production NC II,FALSE,0,1,0,0,0,1,485,546
TECHNO SPEAR TRAINING CENTER OF THE PHILIPPINES INCORPORATED,Marikina City,PAMAMARISAN,National Capital Region (NCR),NCR,Heavy Equipment Operation (Truck Mounted Crane) NC II,TRUE,0,1,0,0,0,1,554,545
SEIYU LANGUAGE SCHOOL AND HOUSEKEEPING TRAINING AND ASSESSMENT CENTER INC.,Pasay City,PASMAK,National Capital Region (NCR),NCR,Domestic Work NC II,FALSE,0,1,0,0,0,1,545,544
"ACCESS PASIG COMPUTER AND TECHNICAL COLLEGES, INC.",Pasig City,PAMAMARISAN,National Capital Region (NCR),NCR,Housekeeping NC II,FALSE,0,1,0,0,0,1,541,540
BWEST COLLEGE (BOATER'S WHEEL EDUCATIONAL SYSTEM AND TECHNOLOGY) INC.,Lucena City,Quezon,Region IVA - CALABARZON,4A,Housekeeping NC II,FALSE,0,1,0,0,0,1,567,536
"GLOBE MARITIME TRAINING CENTER-MANILA, INC.",Valenzuela City,CAMANAVA,National Capital Region (NCR),NCR,Automotive Servicing (Engine Repair) NC II,FALSE,0,1,0,0,0,1,539,535
GRANT INSTITUTE OF TRADE & TECHNOLOGY INC.,San Pablo City,Laguna,Region IVA - CALABARZON,4A,Cookery NC II,FALSE,0,1,0,0,0,1,534,534
PHILIPPINE INDUSTRIAL EQUIPMENT TECHNICAL INSTITUTE INC.,City of Biñan,Laguna,Region IVA - CALABARZON,4A,Scaffolding Works (Supported Type Scaffold) NC II,TRUE,0,1,0,0,0,1,551,532
"CHRIST THE KING COLLEGE OF SCIENCE AND TECHNOLOGY, INC.",Muntinlupa City,MUNTIPARLASTAPAT,National Capital Region (NCR),NCR,Automotive Servicing NC I,FALSE,0,1,0,0,0,1,531,528
BWEST COLLEGE (BOATER'S WHEEL EDUCATIONAL SYSTEM AND TECHNOLOGY) INC.,Lucena City,Quezon,Region IVA - CALABARZON,4A,Cookery NC II,FALSE,0,1,0,0,0,1,529,527
"BEATITUDES TECHNOLOGICAL AND THEOLOGICAL COLLEGE - IMUS, CAVITE INC.",Imus,Cavite,Region IVA - CALABARZON,4A,Bread and Pastry Production NC II,FALSE,0,1,0,0,0,1,522,526
MARIAM TRAINING AND ASSESSMENT CENTER CORP.,Pasay City,PASMAK,National Capital Region (NCR),NCR,Domestic Work NC II,FALSE,0,1,0,0,0,1,522,521
"CAVITE SCHOOL OF ST. MARK, INC.",Bacoor City,Cavite,Region IVA - CALABARZON,4A,Caregiving NC II,FALSE,0,1,0,0,0,1,530,520
CENTRAL INSTITUTE OF TECHNOLOGY,Quezon City,Quezon City,National Capital Region (NCR),NCR,Housekeeping NC II,FALSE,0,1,0,0,0,1,517,517
COLEGIO DE SANTO CRISTO DE BURGOS CORPORATION,Sariaya,Quezon,Region IVA - CALABARZON,4A,Bread and Pastry Production NC II,FALSE,0,1,0,0,0,1,534,512
"POWER LINK CENTER FOR ADVANCED TECHNICAL SKILLS DEVELOPMENT, INC.","Malate, City of Manila",City of Manila,National Capital Region (NCR),NCR,Customer Services NC II,FALSE,0,1,0,0,0,1,510,510
TECHVOC SKILLS INC.,"Santa Cruz, City of Manila",City of Manila,National Capital Region (NCR),NCR,Tile Setting NC II,TRUE,0,1,0,0,0,1,511,506
TESDA-LLDA PROVINCIAL TRAINING CENTER,Calauan,Laguna,Region IVA - CALABARZON,4A,Domestic Work NC II,FALSE,0,1,0,0,0,1,504,503
UNITED INSTITUTE FOR BUSINESS AND TECHNOLOGY ASSESSMENT INC.,Marikina City,PAMAMARISAN,National Capital Region (NCR),NCR,Mobile Phones and Handheld Gadgets Servicing NC III,FALSE,0,1,0,0,0,1,503,503
"MILLENIAL'S CHOICE TRAINING INSTITUTE AND ASSESSMENT CENTER, INC.",Kawit,Cavite,Region IVA - CALABARZON,4A,Automotive Servicing NC I,FALSE,0,1,0,0,0,1,508,502
RCTI TRAINING AND ASSESSMENT CORP.,"Malate, City of Manila",City of Manila,National Capital Region (NCR),NCR,Cookery NC II,FALSE,0,1,0,0,0,1,502,502
"ROE ABBOT TRAINING AND DEVELOPMENT INSTITUTE, INC.","Paco, City of Manila",City of Manila,National Capital Region (NCR),NCR,Housekeeping NC II,FALSE,0,1,0,0,0,1,498,498
PSAA INTERNATIONAL ACADEMY INC.,"Pandacan, City of Manila",City of Manila,National Capital Region (NCR),NCR,Health Care Services NC II,FALSE,0,1,0,0,0,1,495,494
KAMELO MANPOWER SKILLS DEVELOPMENT CENTER INC. ,Batangas City,Batangas,Region IVA - CALABARZON,4A,Shielded Metal Arc Welding (SMAW) NC I,TRUE,0,1,0,0,0,1,495,494
"POWER LINK CENTER FOR ADVANCED TECHNICAL SKILLS DEVELOPMENT, INC.","Malate, City of Manila",City of Manila,National Capital Region (NCR),NCR,Cookery NC II,FALSE,0,1,0,0,0,1,494,494
BERNARDO COLLEGE,Las Piñas City,MUNTIPARLASTAPAT,National Capital Region (NCR),NCR,Cookery NC II,FALSE,0,1,0,0,0,1,493,493
ST. CATHERINE INSTITUTE OF TECHNOLOGY INC. ,Malabon City,CAMANAVA,National Capital Region (NCR),NCR,Automotive Servicing (Engine Repair) NC II,FALSE,0,1,0,0,0,1,496,492
ST. CATHERINE INSTITUTE OF TECHNOLOGY INC. ,Malabon City,CAMANAVA,National Capital Region (NCR),NCR,Housekeeping NC II,FALSE,0,1,0,0,0,1,492,490
"MILLENIAL'S CHOICE TRAINING INSTITUTE AND ASSESSMENT CENTER, INC.",Kawit,Cavite,Region IVA - CALABARZON,4A,Heavy Equipment Operation (Forklift) NC II,TRUE,0,1,0,0,0,1,529,488
"BOWLINE TRAINING AND ASSESSMENT CENTER, INC.",Marikina City,PAMAMARISAN,National Capital Region (NCR),NCR,Food and Beverage Services NC II,FALSE,0,1,0,0,0,1,488,487
"ST. PAUL UNIVERSITY MANILA (ST. PAUL UNIVERSITY SYSTEM) INC. (FORMERLY: ST. PAUL COLLEGE OF MANILA, ","Malate, City of Manila",City of Manila,National Capital Region (NCR),NCR,Events Management Services NC III,FALSE,0,1,0,0,0,1,483,482
KAMELO MANPOWER SKILLS DEVELOPMENT CENTER INC. ,Batangas City,Batangas,Region IVA - CALABARZON,4A,Shielded Metal Arc Welding (SMAW) NC II,TRUE,0,1,0,0,0,1,481,478
SACRED HEART TECHNICAL & VOCATIONAL ASSESSMENT CENTER INC.,Quezon City,Quezon City,National Capital Region (NCR),NCR,Electrical Installation and Maintenance NC II,TRUE,0,1,0,0,0,1,474,474
PHROLED TRAINING AND ASSESSMENT CENTER CORP.,Valenzuela City,CAMANAVA,National Capital Region (NCR),NCR,Domestic Work NC II,FALSE,0,1,0,0,0,1,474,473
RUBIKS MANPOWER TRAINING CENTER INC.,Lipa City,Batangas,Region IVA - CALABARZON,4A,Food and Beverage Services NC II,FALSE,0,1,0,0,0,1,501,470
"MONARK FOUNDATION, INC.",San Pedro,Laguna,Region IVA - CALABARZON,4A,Heavy Equipment Operation (Forklift) NC II,TRUE,0,1,0,0,0,1,476,470
FIRST GEAR TECHNICAL INSTITUTE AND ASSESSMENT CENTER INC.,Makati City,PASMAK,National Capital Region (NCR),NCR,RAC Servicing (DomRAC) NC II,FALSE,0,1,0,0,0,1,468,468
JACOBO Z. GONZALES MEMORIAL SCHOOL OF ARTS AND TRADES,City of Biñan,Laguna,Region IVA - CALABARZON,4A,Bread and Pastry Production NC II,FALSE,0,1,0,0,0,1,466,466
"STARS AND RAINBOW ACADEMY, INC.",Parañaque City,MUNTIPARLASTAPAT,National Capital Region (NCR),NCR,Shielded Metal Arc Welding (SMAW) NC II,TRUE,0,1,0,0,0,1,465,465
ROUNDED SYSTEMS INC.,Mandaluyong City,PAMAMARISAN,National Capital Region (NCR),NCR,Shielded Metal Arc Welding (SMAW) NC II,TRUE,0,1,0,0,0,1,464,464
"SAINT FRANCIS DE ASSISI EDUCATIONAL FOUNDATION, INC.",Las Piñas City,MUNTIPARLASTAPAT,National Capital Region (NCR),NCR,Bread and Pastry Production NC II,FALSE,0,1,0,0,0,1,464,461
"TOP CHOICE TRAINING INSTITUTE AND ASSESSMENT CENTER, INC.",Parañaque City,MUNTIPARLASTAPAT,National Capital Region (NCR),NCR,Driving NC II,FALSE,0,1,0,0,0,1,479,458
"POWER LINK CENTER FOR ADVANCED TECHNICAL SKILLS DEVELOPMENT, INC.","Malate, City of Manila",City of Manila,National Capital Region (NCR),NCR,Bread and Pastry Production NC II,FALSE,0,1,0,0,0,1,455,455
"BANAHAW TECHNOLOGICAL COLLEGE, INC.",Lucban,Quezon,Region IVA - CALABARZON,4A,Electrical Installation and Maintenance NC II,TRUE,0,1,0,0,0,1,464,454
GOALS TRAINING AND ASSESSMENT INSTITUTE INC,Lipa City,Batangas,Region IVA - CALABARZON,4A,Cookery NC II,FALSE,0,1,0,0,0,1,451,451
"ISHRM SCHOOL SYSTEM, INC. - BACOOR",Bacoor City,Cavite,Region IVA - CALABARZON,4A,Food and Beverage Services NC II,FALSE,0,1,0,0,0,1,449,447
"DIAMOND SECURITY TRAINING ACADEMY AND ASSESSMENT CENTER, INC.",Quezon City,Quezon City,National Capital Region (NCR),NCR,Security Services NC II,FALSE,0,1,0,0,0,1,453,446
"NOBLE VISION TRAINING AND ASSESSMENT INSTITUTE, INC.",Muntinlupa City,MUNTIPARLASTAPAT,National Capital Region (NCR),NCR,Heavy Equipment Operation (Hydraulic Excavator) NC II,TRUE,0,1,0,0,0,1,446,442
CENTER FOR BARISTA AND TOURISM ACADEMY TRAINING AND ASSESSMENT INC.,Quezon City,Quezon City,National Capital Region (NCR),NCR,Food and Beverage Services NC II,FALSE,0,1,0,0,0,1,437,435
"LAKEWOOD SCHOOL OF ALABANG, INC.",Muntinlupa City,MUNTIPARLASTAPAT,National Capital Region (NCR),NCR,Computer Systems Servicing NC II,FALSE,0,1,0,0,0,1,438,434
"KEYSTONE TECHNICAL INSTITUTE OF LOPEZ QUEZON, INC.",Lopez,Quezon,Region IVA - CALABARZON,4A,Cookery NC II,FALSE,0,1,0,0,0,1,440,431
"THE ASIAN ACADEMY OF PROFESSIONAL STUDIES (TAAPS), INCORPORATED",Quezon City,Quezon City,National Capital Region (NCR),NCR,Travel Services NC II,FALSE,0,1,0,0,0,1,431,431
MILESTONE TECHNICAL INSTITUTE INC.,Valenzuela City,CAMANAVA,National Capital Region (NCR),NCR,Massage Therapy NC II,FALSE,0,1,0,0,0,1,431,430
D.M. CONSUNJI TECHNICAL TRAINING CENTER INC.,Taguig City,MUNTIPARLASTAPAT,National Capital Region (NCR),NCR,Masonry NC II,TRUE,0,1,0,0,0,1,427,426
NATIONAL INSTITUTE FOR TECHNICAL & VOCATIONAL CAREERS INC.,Quezon City,Quezon City,National Capital Region (NCR),NCR,Barista NC II,FALSE,0,1,0,0,0,1,437,425
CALAYAN EDUCATIONAL FOUNDATION INC.,Lucena City,Quezon,Region IVA - CALABARZON,4A,Health Care Services NC II,FALSE,0,1,0,0,0,1,426,423
"TOYOTA MOTOR PHILIPPINES SCHOOL OF TECHNOLOGY, INC.",City of Santa Rosa,Laguna,Region IVA - CALABARZON,4A,Automotive Servicing (Chassis Repair) NC II,FALSE,0,1,0,0,0,1,418,418
SAINT MARK TECHNICAL VOCATIONAL INSITUTE INC.,"Santa Cruz, City of Manila",City of Manila,National Capital Region (NCR),NCR,Computer Systems Servicing NC II,FALSE,0,1,0,0,0,1,417,417
JACOBO Z. GONZALES MEMORIAL SCHOOL OF ARTS AND TRADES,City of Biñan,Laguna,Region IVA - CALABARZON,4A,Electrical Installation and Maintenance NC II,TRUE,0,1,0,0,0,1,435,412
ST. CATHERINE INSTITUTE OF TECHNOLOGY INC. ,Malabon City,CAMANAVA,National Capital Region (NCR),NCR,Cookery NC II,FALSE,0,1,0,0,0,1,415,408
QTEK TRAINING AND ASSESSMENT CENTER INC.,Makati City,PASMAK,National Capital Region (NCR),NCR,Electrical Installation and Maintenance NC II,TRUE,0,1,0,0,0,1,412,407
"LYCEUM OF THE PHILIPPINES UNIVERSITY - BATANGAS, INC.",Batangas City,Batangas,Region IVA - CALABARZON,4A,Food and Beverage Services NC II,FALSE,0,1,0,0,0,1,425,407
"TOYOTA MOTOR PHILIPPINES SCHOOL OF TECHNOLOGY, INC.",City of Santa Rosa,Laguna,Region IVA - CALABARZON,4A,Automotive Servicing (Electrical Repair) NC II,FALSE,0,1,0,0,0,1,409,407
HORIZONS INTERNATIONAL TRAINING AND ASSESSMENT CENTER CORPORATION,Caloocan City,CAMANAVA,National Capital Region (NCR),NCR,Domestic Work NC II,FALSE,0,1,0,0,0,1,407,407
PHILIPPINE WELDING TECHNOLOGY SKILLS & SERVICES CENTER INC.,Navotas City,CAMANAVA,National Capital Region (NCR),NCR,Scaffolding Works (Supported Type Scaffold) NC II,TRUE,0,1,0,0,0,1,406,404
RENAISSANCE SCHOOL OF SCIENCE AND TECHNOLOGY INC.,Morong,Rizal,Region IVA - CALABARZON,4A,Cookery NC II,FALSE,0,1,0,0,0,1,403,401
"THE ASIAN ACADEMY OF PROFESSIONAL STUDIES (TAAPS), INCORPORATED",Quezon City,Quezon City,National Capital Region (NCR),NCR,Food and Beverage Services NC II,FALSE,0,1,0,0,0,1,396,396
"ST. PETER VELLE TECHNICAL TRAINING CENTER, INC.",Valenzuela City,CAMANAVA,National Capital Region (NCR),NCR,Food and Beverage Services NC II,FALSE,0,1,0,0,0,1,397,395
CAPELLAN INSTITUTE OF TECHNOLOGY INC.,Pasig City,PAMAMARISAN,National Capital Region (NCR),NCR,Computer Systems Servicing NC II,FALSE,0,1,0,0,0,1,472,395
MOVERS INTERNATIONAL SCHOOL INC.,Las Piñas City,MUNTIPARLASTAPAT,National Capital Region (NCR),NCR,Housekeeping NC II,FALSE,0,1,0,0,0,1,392,394
MARY THE QUEEN COLLEGE OF QUEZON CITY INC. ,Quezon City,Quezon City,National Capital Region (NCR),NCR,Computer Systems Servicing NC II,FALSE,0,1,0,0,0,1,403,394
"BANAHAW TECHNOLOGICAL COLLEGE, INC.",Lucban,Quezon,Region IVA - CALABARZON,4A,Automotive Servicing NC I,FALSE,0,1,0,0,0,1,396,393
J.H. ONTOP TRAINING AND ASSESSMENT CENTER INC.,"Ermita, City of Manila",City of Manila,National Capital Region (NCR),NCR,Domestic Work NC II,FALSE,0,1,0,0,0,1,405,393
MEBIUS ARTIST CENTER INC.,Quezon City,Quezon City,National Capital Region (NCR),NCR,Domestic Work NC II,FALSE,0,1,0,0,0,1,403,393
MOVERS INTERNATIONAL SCHOOL INC.,Las Piñas City,MUNTIPARLASTAPAT,National Capital Region (NCR),NCR,Bread and Pastry Production NC II,FALSE,0,1,0,0,0,1,399,392
CENTER FOR BARISTA AND TOURISM ACADEMY TRAINING AND ASSESSMENT INC.,Quezon City,Quezon City,National Capital Region (NCR),NCR,Bread and Pastry Production NC II,FALSE,0,1,0,0,0,1,391,391
"ARTICULATED TRAINING AND DRIVING SCHOOL, INC.","Tondo I/II, City of Manila",City of Manila,National Capital Region (NCR),NCR,Driving NC II,FALSE,0,1,0,0,0,1,390,390
DIVINE MERCY INTERNATIONAL INSTITUTE INC.,Silang,Cavite,Region IVA - CALABARZON,4A,Food and Beverage Services NC II,FALSE,0,1,0,0,0,1,389,389
"ADVENT CAREGIVER SCHOOL, INC.",City of Biñan,Laguna,Region IVA - CALABARZON,4A,Housekeeping NC II,FALSE,0,1,0,0,0,1,389,389
"ASIAN ENTREPRENEURS TECHNOLOGICAL INSTITUTE, INC.",Pasig City,PAMAMARISAN,National Capital Region (NCR),NCR,Computer Systems Servicing NC II,FALSE,0,1,0,0,0,1,379,389
SCIENTIA VOX MANTRADE INSTITUTE INC.,Taal,Batangas,Region IVA - CALABARZON,4A,Housekeeping NC II,FALSE,0,1,0,0,0,1,385,387
RENAISSANCE SCHOOL OF SCIENCE AND TECHNOLOGY INC.,Morong,Rizal,Region IVA - CALABARZON,4A,Computer Systems Servicing NC II,FALSE,0,1,0,0,0,1,411,387
"POWER LINK CENTER FOR ADVANCED TECHNICAL SKILLS DEVELOPMENT, INC.","Malate, City of Manila",City of Manila,National Capital Region (NCR),NCR,Housekeeping NC II,FALSE,0,1,0,0,0,1,387,387
BERNARDO COLLEGE,Las Piñas City,MUNTIPARLASTAPAT,National Capital Region (NCR),NCR,Food and Beverage Services NC II,FALSE,0,1,0,0,0,1,392,387
RIGHT FOCUS TRAINING CENTER INC.,"Santa Cruz, City of Manila",City of Manila,National Capital Region (NCR),NCR,Domestic Work NC II,FALSE,0,1,0,0,0,1,396,385
"BEATITUDES TECHNOLOGICAL AND THEOLOGICAL COLLEGE - IMUS, CAVITE INC.",Imus,Cavite,Region IVA - CALABARZON,4A,Massage Therapy NC II,FALSE,0,1,0,0,0,1,380,380
OVERSEAS ACADEMY SKILLS AND ASSESSMENT CENTER INC.,Makati City,PASMAK,National Capital Region (NCR),NCR,Housekeeping NC II,FALSE,0,1,0,0,0,1,380,380
RENAISSANCE SCHOOL OF SCIENCE AND TECHNOLOGY INC.,Morong,Rizal,Region IVA - CALABARZON,4A,Food and Beverage Services NC II,FALSE,0,1,0,0,0,1,388,379
REGIONAL TRAINING CENTER-CALABARZON,Batangas City,Batangas,Region IVA - CALABARZON,4A,Organic Agriculture Production NC II,FALSE,0,1,0,0,0,1,406,378
"CSTC COLLEGE OF SCIENCES, TECHNOLOGY AND COMMUNICATIONS, INC.",Sariaya,Quezon,Region IVA - CALABARZON,4A,Housekeeping NC II,FALSE,0,1,0,0,0,1,384,377
"SOUTHERN LUZON TECHNOLOGICAL COLLEGE FOUNDATION, INC.",Pasig City,PAMAMARISAN,National Capital Region (NCR),NCR,Computer Systems Servicing NC II,FALSE,0,1,0,0,0,1,400,376
SEA GEM TRAINING AND ASSESSMENT CENTER INC.,"Malate, City of Manila",City of Manila,National Capital Region (NCR),NCR,Computer Systems Servicing NC II,FALSE,0,1,0,0,0,1,371,375
"PULXAR TVI, INC.",Taguig City,MUNTIPARLASTAPAT,National Capital Region (NCR),NCR,Electrical Installation and Maintenance NC II,TRUE,0,1,0,0,0,1,374,374
"TOP CHOICE TRAINING INSTITUTE AND ASSESSMENT CENTER, INC.",Parañaque City,MUNTIPARLASTAPAT,National Capital Region (NCR),NCR,Heavy Equipment Operation (Forklift) NC II,TRUE,0,1,0,0,0,1,390,374
ST. CATHERINE INSTITUTE OF TECHNOLOGY INC. ,Malabon City,CAMANAVA,National Capital Region (NCR),NCR,Automotive Servicing NC I,FALSE,0,1,0,0,0,1,375,372
"ST. BERNADETTE COLLEGE OF ALABANG, INC.",Muntinlupa City,MUNTIPARLASTAPAT,National Capital Region (NCR),NCR,Caregiving NC II,FALSE,0,1,0,0,0,1,376,371
D.M. CONSUNJI TECHNICAL TRAINING CENTER INC.,Taguig City,MUNTIPARLASTAPAT,National Capital Region (NCR),NCR,System Formworks Installation NC II,TRUE,0,1,0,0,0,1,370,370
"IETI COLLEGE, INC.",Muntinlupa City,MUNTIPARLASTAPAT,National Capital Region (NCR),NCR,Electronic Products Assembly and Servicing NC II,FALSE,0,1,0,0,0,1,369,370
"HIGH PERFORMANCE INTERNATIONAL TRAINING CENTER AND TRADE TEST,INC.","Paco, City of Manila",City of Manila,National Capital Region (NCR),NCR,Domestic Work NC II,FALSE,0,1,0,0,0,1,372,368
CAPELLAN INSTITUTE OF TECHNOLOGY INC.,Pasig City,PAMAMARISAN,National Capital Region (NCR),NCR,Automotive Servicing NC I,FALSE,0,1,0,0,0,1,370,365
EL ROYALE HOTELIER TRAINING CENTER INC.,City of Tayabas,Quezon,Region IVA - CALABARZON,4A,Cookery NC II,FALSE,0,1,0,0,0,1,362,362
ACETAC INSTITUTE OF TECHNOLOGY INC.,City of Antipolo,Rizal,Region IVA - CALABARZON,4A,Barbering NC II,FALSE,0,1,0,0,0,1,361,361
EMMANUEL JOHN INSTITUTE OF SCIENCE AND TECHNOLOGY INC. ,Caloocan City,CAMANAVA,National Capital Region (NCR),NCR,Food and Beverage Services NC II,FALSE,0,1,0,0,0,1,360,360
GOLDENHEART SKILLS TRAINING INC.,Cainta,Rizal,Region IVA - CALABARZON,4A,Shielded Metal Arc Welding (SMAW) NC II,TRUE,0,1,0,0,0,1,366,359
BLUERIDGE PACIFIC INSTITUTE INC.,"Binondo, City of Manila",City of Manila,National Capital Region (NCR),NCR,Housekeeping NC II,FALSE,0,1,0,0,0,1,359,359
"ST. PAUL UNIVERSITY MANILA (ST. PAUL UNIVERSITY SYSTEM) INC. (FORMERLY: ST. PAUL COLLEGE OF MANILA, ","Malate, City of Manila",City of Manila,National Capital Region (NCR),NCR,Food and Beverage Services NC II,FALSE,0,1,0,0,0,1,359,359
REGIONAL TRAINING CENTER-CALABARZON,Batangas City,Batangas,Region IVA - CALABARZON,4A,Electrical Installation and Maintenance NC II,TRUE,0,1,0,0,0,1,382,358
"SLDM COLLEGES OF QUEZON CITY, INC.",Quezon City,Quezon City,National Capital Region (NCR),NCR,Bread and Pastry Production NC II,FALSE,0,1,0,0,0,1,358,357
B AND B ACADEMY FOR SKILLS TRAINING AND ASSESSMENT INC.,Pasig City,PAMAMARISAN,National Capital Region (NCR),NCR,Events Management Services NC III,FALSE,0,1,0,0,0,1,364,355
"QTEK TRAINING AND ASSESSMENT CENTER, INC.",Mandaluyong City,PAMAMARISAN,National Capital Region (NCR),NCR,Construction Painting NC II,FALSE,0,1,0,0,0,1,354,354
ENHANCE TRAINING & DEVELOPMENT CORP.,Valenzuela City,CAMANAVA,National Capital Region (NCR),NCR,Domestic Work NC II,FALSE,0,1,0,0,0,1,350,350
"MILLENIAL'S CHOICE TRAINING INSTITUTE AND ASSESSMENT CENTER, INC.",Kawit,Cavite,Region IVA - CALABARZON,4A,Driving NC II,FALSE,0,1,0,0,0,1,354,349
"GOD'S GIFT TRAINING AND ASSESSMENT CENTER, INC.",Makati City,PASMAK,National Capital Region (NCR),NCR,Domestic Work NC II,FALSE,0,1,0,0,0,1,348,347
COLLEGE OF SAINT AMATIEL INC.,Malabon City,CAMANAVA,National Capital Region (NCR),NCR,Cookery NC II,FALSE,0,1,0,0,0,1,347,346
TESDA PROVINCIAL TRAINING CENTER - ROSARIO,Rosario,Cavite,Region IVA - CALABARZON,4A,Automotive Servicing NC I,FALSE,0,1,0,0,0,1,346,346
ST. PETER VELLE TECHNICAL TRAINING CENTER INC.,Quezon City,Quezon City,National Capital Region (NCR),NCR,Electrical Installation and Maintenance NC II,TRUE,0,1,0,0,0,1,349,345
SINILOAN CAREGIVER TRAINING CENTER INC.,Siniloan,Laguna,Region IVA - CALABARZON,4A,Caregiving NC II,FALSE,0,1,0,0,0,1,345,344
PRO-TECH SKILLS DEVELOPMENT CENTER CORPORATION,Makati City,PASMAK,National Capital Region (NCR),NCR,Health Care Services NC II,FALSE,0,1,0,0,0,1,344,343
COMPUTER SITE INS. INC.,San Pedro,Laguna,Region IVA - CALABARZON,4A,Technical Drafting NC II,FALSE,0,1,0,0,0,1,412,343
SCIENTIA VOX MANTRADE INSTITUTE INC.,Taal,Batangas,Region IVA - CALABARZON,4A,Shielded Metal Arc Welding (SMAW) NC I,TRUE,0,1,0,0,0,1,342,342
"RBM SKILLS TRAINING AND ASSESSMENT CENTER, INC.","Paco, City of Manila",City of Manila,National Capital Region (NCR),NCR,Domestic Work NC II,FALSE,0,1,0,0,0,1,356,342
CENTER FOR BARISTA AND TOURISM ACADEMY TRAINING AND ASSESSMENT INC.,Quezon City,Quezon City,National Capital Region (NCR),NCR,Events Management Services NC III,FALSE,0,1,0,0,0,1,341,341
"MIESHA TRAINING ACADEMY AND ASSESSMENT CENTER, INC.",Quezon City,Quezon City,National Capital Region (NCR),NCR,Shielded Metal Arc Welding (SMAW) NC II,TRUE,0,1,0,0,0,1,361,341
TESDA PROVINCIAL TRAINING CENTER - ROSARIO,Rosario,Cavite,Region IVA - CALABARZON,4A,Electrical Installation and Maintenance NC II,TRUE,0,1,0,0,0,1,405,340
QUEZON CITY LINGKOD BAYAN SKILLS DEVELOPMENT CENTER,Quezon City,Quezon City,National Capital Region (NCR),NCR,Driving NC II,FALSE,0,1,0,0,0,1,339,338
"CARD-MRI DEVELOPMENT INSTITUTE, INC.",Bay,Laguna,Region IVA - CALABARZON,4A,Microfinance Technology NC II,FALSE,0,1,0,0,0,1,336,335
